race,circuit,year,lap,position,time,pit_time
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,25,2,83.624,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,26,2,83.644,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,27,2,83.227,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,28,2,83.491,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,29,2,83.367,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,30,2,83.353,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,31,2,83.201,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,32,2,83.269,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,33,2,83.106,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,34,2,83.113,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,35,2,82.896,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,36,2,83.548,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,37,2,83.478,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,38,2,84.038,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,39,2,83.775,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,40,2,83.096,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,41,3,86.019,21.601
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,42,3,99.927,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,43,3,82.221,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,44,3,81.919,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,45,3,83.114,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,46,3,82.1,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,47,3,82.609,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,48,3,81.851,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,49,2,81.732,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,50,2,81.911,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,51,2,82.406,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,52,2,81.562,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,53,2,81.477,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,54,2,81.485,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,55,2,81.852,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,56,2,81.638,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,57,2,82.045,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,58,2,81.779,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,59,2,81.57,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,60,2,82.184,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,61,2,81.904,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,62,2,81.486,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,63,2,81.709,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,64,2,82.144,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,65,2,82.764,NA
Spanish Grand Prix,Circuit de Barcelona-Catalunya,2020,66,2,83.629,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,1,3,114.844,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,2,3,110.614,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,3,3,110.335,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,4,3,110.568,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,5,3,110.19,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,6,3,110.468,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,7,3,110.347,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,8,3,110.125,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,9,3,110.274,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,10,3,110.761,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,11,3,153.964,23.314
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,12,3,183.917,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,13,3,179.405,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,14,3,165.101,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,15,3,109.597,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,16,3,108.614,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,17,3,108.684,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,18,3,108.603,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,19,3,108.704,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,20,3,108.72,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,21,3,108.905,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,22,3,108.81,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,23,3,108.591,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,24,3,108.618,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,25,3,108.694,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,26,3,108.527,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,27,3,108.305,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,28,3,108.448,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,29,3,108.562,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,30,3,108.748,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,31,3,108.7,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,32,3,108.829,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,33,3,108.776,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,34,3,108.994,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,35,3,108.782,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,36,3,109.376,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,37,3,109.215,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,38,3,109.146,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,39,3,109.651,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,40,3,110.046,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,41,3,110.08,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,42,3,110.118,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,43,3,110.511,NA
Belgian Grand Prix,Circuit de Spa-Francorchamps,2020,44,3,111.949,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,1,7,91.365,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,2,8,86.762,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,3,7,85.744,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,4,7,85.862,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,5,7,85.962,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,6,7,86.589,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,7,7,86.095,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,8,7,86.269,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,9,7,86.208,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,10,7,85.539,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,11,7,85.77,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,12,7,85.902,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,13,7,86.537,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,14,7,85.933,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,15,7,86.279,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,16,7,85.983,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,17,7,85.955,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,18,7,85.851,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,19,7,86.285,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,20,7,102.806,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,21,7,128.928,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,22,8,133.034,26.149
Italian Grand Prix,Autodromo Nazionale di Monza,2020,23,13,125.006,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,24,11,87.525,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,25,11,120.818,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,26,11,172.315,1522.796
Italian Grand Prix,Autodromo Nazionale di Monza,2020,28,14,128.026,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,29,14,88.033,NA
Italian Grand Prix,Autodromo Nazionale di Monza,2020,30,16,90.133,NA
Russian Grand Prix,Sochi Autodrom,2020,1,3,129.668,NA
Russian Grand Prix,Sochi Autodrom,2020,2,3,187.172,NA
Russian Grand Prix,Sochi Autodrom,2020,3,3,171.464,NA
Russian Grand Prix,Sochi Autodrom,2020,4,3,172.703,NA
Russian Grand Prix,Sochi Autodrom,2020,5,3,172.572,NA
Russian Grand Prix,Sochi Autodrom,2020,6,3,101.375,NA
Russian Grand Prix,Sochi Autodrom,2020,7,3,101.52,NA
Russian Grand Prix,Sochi Autodrom,2020,8,3,101.262,NA
Russian Grand Prix,Sochi Autodrom,2020,9,3,101.085,NA
Russian Grand Prix,Sochi Autodrom,2020,10,3,101.289,NA
Russian Grand Prix,Sochi Autodrom,2020,11,3,101.418,NA
Russian Grand Prix,Sochi Autodrom,2020,12,3,101.437,NA
Russian Grand Prix,Sochi Autodrom,2020,13,3,100.881,NA
Russian Grand Prix,Sochi Autodrom,2020,14,3,100.897,NA
Russian Grand Prix,Sochi Autodrom,2020,15,3,100.646,NA
Russian Grand Prix,Sochi Autodrom,2020,16,3,100.299,NA
Russian Grand Prix,Sochi Autodrom,2020,17,2,100.252,NA
Russian Grand Prix,Sochi Autodrom,2020,18,2,100.07,NA
Russian Grand Prix,Sochi Autodrom,2020,19,2,99.941,NA
Russian Grand Prix,Sochi Autodrom,2020,20,2,100.012,NA
Russian Grand Prix,Sochi Autodrom,2020,21,2,99.92,NA
Russian Grand Prix,Sochi Autodrom,2020,22,2,100.113,NA
Russian Grand Prix,Sochi Autodrom,2020,23,2,100.266,NA
Russian Grand Prix,Sochi Autodrom,2020,24,2,100.51,NA
Russian Grand Prix,Sochi Autodrom,2020,25,2,105.264,28.748
Russian Grand Prix,Sochi Autodrom,2020,26,4,120.406,NA
Russian Grand Prix,Sochi Autodrom,2020,27,3,99.287,NA
Russian Grand Prix,Sochi Autodrom,2020,28,2,99.584,NA
Russian Grand Prix,Sochi Autodrom,2020,29,2,99.155,NA
Russian Grand Prix,Sochi Autodrom,2020,30,2,98.997,NA
Russian Grand Prix,Sochi Autodrom,2020,31,2,98.481,NA
Russian Grand Prix,Sochi Autodrom,2020,32,2,98.598,NA
Russian Grand Prix,Sochi Autodrom,2020,33,2,98.734,NA
Russian Grand Prix,Sochi Autodrom,2020,34,2,98.735,NA
Russian Grand Prix,Sochi Autodrom,2020,35,2,98.52,NA
Russian Grand Prix,Sochi Autodrom,2020,36,2,98.729,NA
Russian Grand Prix,Sochi Autodrom,2020,37,2,98.432,NA
Russian Grand Prix,Sochi Autodrom,2020,38,2,98.496,NA
Russian Grand Prix,Sochi Autodrom,2020,39,2,98.811,NA
Russian Grand Prix,Sochi Autodrom,2020,40,2,99.087,NA
Russian Grand Prix,Sochi Autodrom,2020,41,2,98.69,NA
Russian Grand Prix,Sochi Autodrom,2020,42,2,99.175,NA
Russian Grand Prix,Sochi Autodrom,2020,43,2,111.959,NA
Russian Grand Prix,Sochi Autodrom,2020,44,2,98.376,NA
Russian Grand Prix,Sochi Autodrom,2020,45,2,98.226,NA
Russian Grand Prix,Sochi Autodrom,2020,46,2,98.173,NA
Russian Grand Prix,Sochi Autodrom,2020,47,2,97.852,NA
Russian Grand Prix,Sochi Autodrom,2020,48,2,97.715,NA
Russian Grand Prix,Sochi Autodrom,2020,49,2,98.527,NA
Russian Grand Prix,Sochi Autodrom,2020,50,2,98.705,NA
Russian Grand Prix,Sochi Autodrom,2020,51,2,99.482,NA
Russian Grand Prix,Sochi Autodrom,2020,52,2,97.793,NA
Russian Grand Prix,Sochi Autodrom,2020,53,2,97.332,NA
Eifel Grand Prix,Nürburgring,2020,1,3,95.799,NA
Eifel Grand Prix,Nürburgring,2020,2,3,92.647,NA
Eifel Grand Prix,Nürburgring,2020,3,3,92.588,NA
Eifel Grand Prix,Nürburgring,2020,4,3,92.525,NA
Eifel Grand Prix,Nürburgring,2020,5,3,92.335,NA
Eifel Grand Prix,Nürburgring,2020,6,3,92.108,NA
Eifel Grand Prix,Nürburgring,2020,7,3,91.938,NA
Eifel Grand Prix,Nürburgring,2020,8,3,91.933,NA
Eifel Grand Prix,Nürburgring,2020,9,3,92.009,NA
Eifel Grand Prix,Nürburgring,2020,10,3,92.264,NA
Eifel Grand Prix,Nürburgring,2020,11,3,91.927,NA
Eifel Grand Prix,Nürburgring,2020,12,3,91.822,NA
Eifel Grand Prix,Nürburgring,2020,13,2,93.148,NA
Eifel Grand Prix,Nürburgring,2020,14,2,92.446,NA
Eifel Grand Prix,Nürburgring,2020,15,2,91.817,NA
Eifel Grand Prix,Nürburgring,2020,16,2,104.836,22.106
Eifel Grand Prix,Nürburgring,2020,17,2,112.775,NA
Eifel Grand Prix,Nürburgring,2020,18,2,91.051,NA
Eifel Grand Prix,Nürburgring,2020,19,2,91.15,NA
Eifel Grand Prix,Nürburgring,2020,20,2,90.439,NA
Eifel Grand Prix,Nürburgring,2020,21,2,90.516,NA
Eifel Grand Prix,Nürburgring,2020,22,2,90.777,NA
Eifel Grand Prix,Nürburgring,2020,23,2,90.627,NA
Eifel Grand Prix,Nürburgring,2020,24,2,90.746,NA
Eifel Grand Prix,Nürburgring,2020,25,2,90.939,NA
Eifel Grand Prix,Nürburgring,2020,26,2,90.817,NA
Eifel Grand Prix,Nürburgring,2020,27,2,90.836,NA
Eifel Grand Prix,Nürburgring,2020,28,2,91.086,NA
Eifel Grand Prix,Nürburgring,2020,29,2,91.324,NA
Eifel Grand Prix,Nürburgring,2020,30,2,91.569,NA
Eifel Grand Prix,Nürburgring,2020,31,2,91.565,NA
Eifel Grand Prix,Nürburgring,2020,32,2,90.923,NA
Eifel Grand Prix,Nürburgring,2020,33,2,91.096,NA
Eifel Grand Prix,Nürburgring,2020,34,2,91.836,NA
Eifel Grand Prix,Nürburgring,2020,35,2,92.035,NA
Eifel Grand Prix,Nürburgring,2020,36,2,91.172,NA
Eifel Grand Prix,Nürburgring,2020,37,2,90.919,NA
Eifel Grand Prix,Nürburgring,2020,38,2,91.267,NA
Eifel Grand Prix,Nürburgring,2020,39,2,91.1,NA
Eifel Grand Prix,Nürburgring,2020,40,2,91.006,NA
Eifel Grand Prix,Nürburgring,2020,41,2,91.107,NA
Eifel Grand Prix,Nürburgring,2020,42,2,91.11,NA
Eifel Grand Prix,Nürburgring,2020,43,2,90.825,NA
Eifel Grand Prix,Nürburgring,2020,44,2,90.988,NA
Eifel Grand Prix,Nürburgring,2020,45,2,107.798,22.568
Eifel Grand Prix,Nürburgring,2020,46,2,151.729,NA
Eifel Grand Prix,Nürburgring,2020,47,2,159.467,NA
Eifel Grand Prix,Nürburgring,2020,48,2,139.129,NA
Eifel Grand Prix,Nürburgring,2020,49,2,150.327,NA
Eifel Grand Prix,Nürburgring,2020,50,2,91.024,NA
Eifel Grand Prix,Nürburgring,2020,51,2,88.744,NA
Eifel Grand Prix,Nürburgring,2020,52,2,89.058,NA
Eifel Grand Prix,Nürburgring,2020,53,2,88.854,NA
Eifel Grand Prix,Nürburgring,2020,54,2,89.235,NA
Eifel Grand Prix,Nürburgring,2020,55,2,88.709,NA
Eifel Grand Prix,Nürburgring,2020,56,2,89.118,NA
Eifel Grand Prix,Nürburgring,2020,57,2,89.46,NA
Eifel Grand Prix,Nürburgring,2020,58,2,88.994,NA
Eifel Grand Prix,Nürburgring,2020,59,2,90.583,NA
Eifel Grand Prix,Nürburgring,2020,60,2,88.139,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,1,5,98.693,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,2,5,87.259,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,3,5,83.972,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,4,5,83.675,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,5,4,81.965,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,6,4,82.98,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,7,4,84.232,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,8,3,81.891,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,9,3,82.145,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,10,3,82.38,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,11,3,82.957,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,12,3,82.95,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,13,3,82.853,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,14,3,82.626,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,15,3,82.559,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,16,3,82.592,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,17,3,82.565,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,18,3,82.573,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,19,3,82.479,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,20,3,82.289,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,21,3,82.772,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,22,3,82.522,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,23,4,85.538,26.394
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,24,6,105.057,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,25,6,81.87,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,26,5,82.177,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,27,5,82.09,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,28,5,81.136,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,29,4,81.532,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,30,4,81.55,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,31,4,81.442,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,32,4,81.557,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,33,4,81.085,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,34,4,81.47,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,35,3,81.131,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,36,3,81.124,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,37,3,81.646,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,38,3,81.169,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,39,3,81.384,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,40,3,80.981,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,41,3,81.572,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,42,3,80.869,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,43,3,80.871,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,44,3,80.571,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,45,3,80.895,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,46,3,80.513,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,47,3,80.571,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,48,3,80.763,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,49,3,80.913,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,50,3,80.143,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,51,3,81.041,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,52,3,80.743,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,53,3,80.744,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,54,3,81.19,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,55,3,80.949,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,56,3,80.388,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,57,3,80.672,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,58,3,80.551,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,59,3,80.603,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,60,3,80.192,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,61,3,80.415,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,62,3,79.854,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,63,3,80.073,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,64,3,80.78,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,65,3,80.148,NA
Portuguese Grand Prix,Autódromo Internacional do Algarve,2020,66,3,80.444,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,1,2,83.174,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,2,2,80.211,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,3,2,79.908,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,4,2,79.888,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,5,2,79.725,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,6,2,79.664,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,7,2,79.61,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,8,2,79.495,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,9,2,79.571,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,10,2,79.65,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,11,2,79.324,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,12,2,79.196,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,13,2,79.18,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,14,2,79.067,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,15,2,79.266,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,16,2,79.151,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,17,2,78.95,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,18,3,83.293,29.427
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,19,3,100.683,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,20,3,79.06,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,21,3,78.605,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,22,3,78.804,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,23,3,78.731,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,24,3,78.957,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,25,3,78.698,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,26,3,78.618,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,27,3,78.376,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,28,3,78.45,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,29,3,79.411,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,30,3,88.052,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,31,3,78.691,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,32,3,78.692,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,33,3,78.491,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,34,3,78.711,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,35,3,78.683,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,36,3,78.677,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,37,3,79.22,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,38,3,78.719,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,39,3,78.657,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,40,3,79.005,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,41,3,78.546,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,42,3,79.432,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,43,2,78.151,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,44,2,77.637,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,45,2,77.86,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,46,2,78.193,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,47,2,77.707,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,48,2,77.924,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,49,2,77.952,NA
Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,2020,50,2,77.932,NA
Turkish Grand Prix,Istanbul Park,2020,1,4,129.685,NA
Turkish Grand Prix,Istanbul Park,2020,2,4,119.069,NA
Turkish Grand Prix,Istanbul Park,2020,3,4,115.266,NA
Turkish Grand Prix,Istanbul Park,2020,4,4,115.259,NA
Turkish Grand Prix,Istanbul Park,2020,5,4,114.134,NA
Turkish Grand Prix,Istanbul Park,2020,6,4,113.33,NA
Turkish Grand Prix,Istanbul Park,2020,7,4,112.893,NA
Turkish Grand Prix,Istanbul Park,2020,8,4,112.703,NA
Turkish Grand Prix,Istanbul Park,2020,9,3,111.091,NA
Turkish Grand Prix,Istanbul Park,2020,10,2,108.61,NA
Turkish Grand Prix,Istanbul Park,2020,11,1,109.567,24.256
Turkish Grand Prix,Istanbul Park,2020,12,4,127.358,NA
Turkish Grand Prix,Istanbul Park,2020,13,3,110.639,NA
